Deg;Mo;GO;CO;CR;P1;PW;T3P;T1;Ready
0;2;54,1;35;40;0,96;44;399,9;29;1
0;2;50,6;33;36;0,9;42;385,5;29;1
0;2;47,9;31;36;0,86;40;372,8;30;1
0;2;48,8;32;36;0,84;40;378,9;30;1
0;2;51,2;33;36;0,92;42;385,5;30;1
0;2;50,8;33;36;0,9;42;385,5;30;1
0;2;52,7;33;36;0,92;43;385,5;30;1
0;1;36,1;24;34;0,62;31;328,6;29;1
0;1;39,2;27;34;0,66;34;340,8;29;1
0;1;37,1;25;34;0,64;32;332,6;28;1
0;1;40,6;27;34;0,68;34;340,8;28;1
0;1;36;24;34;0,6;31;328,6;28;1
0;1;38,7;25;34;0,66;32;332,6;28;1
0;2;50,3;33;36;0,88;42;385,5;28;1
0;2;52,1;33;36;0,92;43;385,5;29;1
0;2;50,8;33;36;0,92;42;385,5;30;1
0;2;51;33;36;0,92;42;385,5;30;1
0;2;52;34;36;0,92;43;392,4;31;1
0;2;50,7;33;36;0,92;42;385,5;31;1
0;2;51;33;36;0,9;41;385,5;30;1
0;1;38,7;26;34;0,6;33;336,7;30;1
0;1;38,2;26;34;0,66;33;336,7;29;1
0;1;37,1;25;34;0,62;31;332,6;28;1
0;1;42,3;28;34;0,72;35;345,0;28;1
0;1;35,3;24;32;0,6;31;328,6;28;1
0;1;34,7;23;30;0,58;29;324,5;28;1
0;2;48,4;30;38;0,7;39;367,0;27;1
0;2;56,7;37;38;1;46;416,5;29;1
0;2;53,3;35;36;0,98;45;399,9;30;1
0;2;54,9;36;38;1;45;407,9;30;1
0;2;55,9;36;38;1;46;407,9;30;1
0;2;53,4;35;38;0,98;44;399,9;30;1
0;2;53,7;35;38;1;45;399,9;30;1
0;1;39,1;26;34;0,76;33;336,7;30;1
0;1;37,7;26;34;0,66;32;336,7;29;1
0;1;43,2;28;36;0,76;36;345,0;29;1
0;2;44,7;30;36;0,8;37;367,0;30;1
0;1;41,9;27;34;0,74;35;340,8;30;1
0;1;42;28;34;0,74;36;345,0;29;1
0;1;43;28;36;0,76;36;345,0;29;1
0;2;53,5;34;38;0,96;44;392,4;30;1
0;2;54,7;35;38;1,02;45;399,9;31;1
0;2;54,4;35;38;1,02;45;399,9;31;1
0;2;57,1;36;38;1,02;46;407,9;32;1
0;2;54,8;35;38;1,02;45;399,9;32;1
0;2;55,8;36;36;1,02;46;407,9;32;1
0;2;53,9;35;38;0,98;44;399,9;32;1
0;1;43,4;29;36;0,78;36;349,3;31;1
0;1;40,6;27;32;0,72;34;340,8;30;1
0;1;42,9;28;34;0,74;36;345,0;30;1
0;1;43,4;29;34;0,8;37;349,3;31;1
0;1;42,9;28;34;0,76;36;345,0;31;1
0;1;45,6;29;36;0,8;37;349,3;31;1
0;2;46,3;30;36;0,82;38;367,0;31;1
0;2;55;35;38;1;44;399,9;33;1
0;2;55,7;36;38;1,04;46;407,9;33;1
0;2;57,2;36;40;1,04;46;407,9;34;1
0;2;56,2;36;38;1,02;46;407,9;34;1
0;2;53,6;35;38;1;45;399,9;34;1
0;2;49;33;36;0,9;41;385,5;34;1
0;1;38,7;25;34;0,68;32;332,6;33;1
0;1;39,3;26;34;0,7;33;336,7;32;1
0;2;44,8;30;36;0,76;37;367,0;32;1
0;1;43,3;28;34;0,78;36;345,0;32;1
0;1;41,7;27;34;0,7;34;340,8;32;1
0;1;43,7;29;34;0,76;36;349,3;32;1
0;2;55,2;35;38;1;44;399,9;32;1
0;2;57,9;36;38;1,04;46;407,9;33;1
0;2;54,7;36;36;1;45;407,9;33;1
0;2;54,3;35;38;1;45;399,9;34;1
0;2;54;35;36;1;44;399,9;34;1
0;2;55,2;35;38;1,02;45;399,9;34;1
0;1;40,3;26;34;0,7;34;336,7;34;1
0;1;40,8;27;34;0,7;34;340,8;33;1
0;2;48,4;31;38;0,86;40;372,8;32;1
0;1;43,6;29;34;0,78;37;349,3;32;1
0;1;40;26;34;0,68;34;336,7;33;1
0;1;42,5;28;36;0,72;35;345,0;33;1
0;1;39,3;25;32;0,66;33;332,6;32;1
0;2;55,7;36;38;1,04;46;407,9;33;1
0;2;56,7;37;36;1,04;46;416,5;33;1
0;2;56,2;37;38;1,04;47;416,5;34;1
0;2;54,8;35;38;1,04;45;399,9;34;1
0;2;56,4;36;38;1,02;45;407,9;34;1
0;2;53,2;34;36;1,02;44;392,4;35;1
0;1;37,7;25;32;0,64;32;332,6;34;1
0;1;38,4;26;34;0,7;32;336,7;33;1
0;1;38,2;25;34;0,66;32;332,6;32;1
0;1;40,1;27;34;0,7;34;340,8;32;1
0;2;46,6;30;34;0,8;39;367,0;32;1
0;1;40,6;27;34;0,72;34;340,8;31;1
0;1;44;29;38;0,9;37;349,3;32;1
0;2;55,4;35;38;0,98;45;399,9;32;1
0;2;52,7;35;36;0,98;43;399,9;34;1
0;2;51,7;33;38;0,94;43;385,5;34;1
0;2;52,3;34;38;0,96;43;392,4;34;1
0;2;51,8;34;38;0,96;43;392,4;34;1
0;2;54,1;35;38;0,98;44;399,9;34;1
0;1;43,5;29;34;0,78;37;349,3;34;1
0;1;43,8;28;34;0,76;36;345,0;32;1
0;2;46,7;31;36;0,82;39;372,8;32;1
0;1;38,3;25;34;0,7;32;332,6;32;1
0;1;37,4;25;32;0,66;32;332,6;31;1
0;1;41,2;27;34;0,76;35;340,8;32;1
0;1;45;29;34;0,8;37;349,3;31;1
0;2;53,4;34;38;0,98;44;392,4;32;1
0;2;55,6;36;36;1;45;407,9;34;1
0;2;54,2;35;36;1;44;399,9;34;1
0;2;58,3;37;38;1,06;47;416,5;34;1
0;2;53,6;36;36;1;45;407,9;34;1
0;2;56,8;37;38;1,02;46;416,5;34;1
0;1;38,1;25;34;0,66;32;332,6;33;1
0;1;38,7;26;34;0,68;33;336,7;32;1
0;1;41,6;28;34;0,74;35;345,0;32;1
0;1;45,9;29;34;0,84;38;349,3;32;1
0;1;42,2;28;34;0,74;36;345,0;32;1
0;1;43,3;29;34;0,78;37;349,3;32;1
0;2;51,4;33;36;0,88;42;385,5;32;1
0;2;53,5;34;36;1;43;392,4;33;1
0;2;54,7;35;36;0,98;45;399,9;33;1
0;2;54,2;35;36;0,98;44;399,9;34;1
0;2;54,3;34;38;0,98;45;392,4;34;1
0;2;54,7;35;38;1,02;45;399,9;34;1
0;1;38,2;25;34;0,64;32;332,6;33;1
0;1;37,3;26;34;0,64;32;336,7;32;1
0;1;37,3;25;34;0,64;32;332,6;31;1
0;1;39,2;25;34;0,7;32;332,6;31;1
0;1;37,5;24;34;0,64;32;328,6;30;1
0;1;43,5;28;36;0,76;36;345,0;30;1
0;1;44,4;29;34;0,74;37;349,3;29;1
0;2;53,8;35;38;0,96;44;399,9;30;1
0;2;56;36;38;1,02;45;407,9;31;1
0;2;51,3;34;36;0,96;42;392,4;31;1
0;2;52,2;34;38;0,96;43;392,4;32;1
0;2;55,1;35;38;1;45;399,9;32;1
0;2;53,4;34;38;0,96;43;392,4;32;1
0;1;37,7;25;34;0,66;32;332,6;31;1
0;1;40,3;26;34;0,68;34;336,7;30;1
0;1;38,6;26;34;0,66;33;336,7;29;1
0;1;39,7;26;34;0,68;33;336,7;29;1
0;1;35,9;24;34;0,62;30;328,6;29;1
0;1;41,2;26;34;0,7;34;336,7;29;1
0;2;47,3;31;36;0,82;39;372,8;29;1
0;2;53,4;35;36;0,96;45;399,9;30;1
0;2;59,5;38;38;1,08;48;425,7;31;1
0;2;51,5;34;36;0,94;43;392,4;31;1
0;2;53,6;35;36;0,96;44;399,9;32;1
0;2;53,2;35;38;0,98;45;399,9;31;1
0;2;49,7;32;36;0,96;41;378,9;32;1
0;1;38,5;26;34;0,64;33;336,7;31;1
0;1;41,4;27;34;0,72;35;340,8;30;1
0;2;47;30;36;0,82;38;367,0;30;1
0;1;40,5;26;34;0,68;34;336,7;30;1
